PROCEDURE,Amount,Key_FS,Source
27646,"1,573.32",27646,Medicare FL
27647,"1,000.36",27647,Medicare FL
27648,202.44,27648,Medicare FL
27650,667.41,27650,Medicare FL
27652,681.73,27652,Medicare FL
27654,727.26,27654,Medicare FL
27656,518.29,27656,Medicare FL
27658,374.73,27658,Medicare FL
27659,480.04,27659,Medicare FL
27664,367.87,27664,Medicare FL
27665,431.18,27665,Medicare FL
27675,503.84,27675,Medicare FL
27676,621.92,27676,Medicare FL
27680,427.70,27680,Medicare FL
27681,517.55,27681,Medicare FL
27685,650.16,27685,Medicare FL
27686,542.18,27686,Medicare FL
27687,461.59,27687,Medicare FL
27690,646.62,27690,Medicare FL
27691,756.31,27691,Medicare FL
27692,104.33,27692,Medicare FL
27695,494.76,27695,Medicare FL
27696,556.34,27696,Medicare FL
27698,649.55,27698,Medicare FL
27700,731.81,27700,Medicare FL
27702,983.78,27702,Medicare FL
27703,"1,135.68",27703,Medicare FL
27704,578.27,27704,Medicare FL
27705,766.71,27705,Medicare FL
27707,412.98,27707,Medicare FL
27709,"1,173.96",27709,Medicare FL
27712,"1,131.83",27712,Medicare FL
27715,"1,101.07",27715,Medicare FL
27720,893.48,27720,Medicare FL
27722,919.17,27722,Medicare FL
27724,"1,288.58",27724,Medicare FL
27725,"1,247.84",27725,Medicare FL
27726,979.43,27726,Medicare FL
27727,"1,066.46",27727,Medicare FL
27730,605.87,27730,Medicare FL
27732,467.09,27732,Medicare FL
27734,677.07,27734,Medicare FL
27740,729.03,27740,Medicare FL
27742,799.53,27742,Medicare FL
27745,763.86,27745,Medicare FL
27750,358.92,27750,Medicare FL
27752,553.01,27752,Medicare FL
27756,592.41,27756,Medicare FL
27758,920.11,27758,Medicare FL
27759,"1,023.21",27759,Medicare FL
27760,342.77,27760,Medicare FL
27762,505.42,27762,Medicare FL
27766,618.26,27766,Medicare FL
27767,297.50,27767,Medicare FL
27768,463.52,27768,Medicare FL
27769,744.94,27769,Medicare FL
27780,318.33,27780,Medicare FL
27781,452.11,27781,Medicare FL
27784,733.34,27784,Medicare FL
27786,322.15,27786,Medicare FL
27788,439.20,27788,Medicare FL
27792,659.81,27792,Medicare FL
27808,345.22,27808,Medicare FL
27810,491.77,27810,Medicare FL
27814,782.62,27814,Medicare FL
27816,341.27,27816,Medicare FL
27818,510.94,27818,Medicare FL
27822,888.50,27822,Medicare FL
27823,"1,003.60",27823,Medicare FL
27824,325.52,27824,Medicare FL
27825,562.82,27825,Medicare FL
27826,867.05,27826,Medicare FL
27827,"1,140.84",27827,Medicare FL
27828,"1,353.49",27828,Medicare FL
27829,718.46,27829,Medicare FL
27830,402.30,27830,Medicare FL
27831,422.46,27831,Medicare FL
27832,779.33,27832,Medicare FL
27840,402.03,27840,Medicare FL
27842,507.45,27842,Medicare FL
27846,746.33,27846,Medicare FL
27848,807.65,27848,Medicare FL
27860,165.45,27860,Medicare FL
27870,"1,029.95",27870,Medicare FL
27871,707.63,27871,Medicare FL
27880,934.73,27880,Medicare FL
27881,870.29,27881,Medicare FL
27882,614.65,27882,Medicare FL
27884,597.42,27884,Medicare FL
27886,670.11,27886,Medicare FL
27888,601.66,27888,Medicare FL
27889,662.54,27889,Medicare FL
27892,551.14,27892,Medicare FL
27893,631.06,27893,Medicare FL
27894,840.12,27894,Medicare FL
28001,167.50,28001,Medicare FL
28002,240.25,28002,Medicare FL
28003,374.44,28003,Medicare FL
28005,573.95,28005,Medicare FL
28008,417.81,28008,Medicare FL
28010,232.17,28010,Medicare FL
28011,314.21,28011,Medicare FL
28020,531.76,28020,Medicare FL
28022,476.86,28022,Medicare FL
28024,451.41,28024,Medicare FL
28035,518.25,28035,Medicare FL
28039,469.92,28039,Medicare FL
28041,455.64,28041,Medicare FL
28043,374.90,28043,Medicare FL
28045,471.21,28045,Medicare FL
28046,706.05,28046,Medicare FL
28047,"1,055.62",28047,Medicare FL
28050,405.41,28050,Medicare FL
28052,379.51,28052,Medicare FL
28054,355.75,28054,Medicare FL
28055,392.43,28055,Medicare FL
28060,508.15,28060,Medicare FL
28062,566.32,28062,Medicare FL
28070,496.49,28070,Medicare FL
28072,480.43,28072,Medicare FL
28080,520.55,28080,Medicare FL
28086,513.88,28086,Medicare FL
28088,452.87,28088,Medicare FL
28090,455.40,28090,Medicare FL
28092,411.78,28092,Medicare FL
28100,601.77,28100,Medicare FL
28102,627.98,28102,Medicare FL
28103,388.23,28103,Medicare FL
28104,515.14,28104,Medicare FL
28106,426.93,28106,Medicare FL
28107,495.26,28107,Medicare FL
28108,423.32,28108,Medicare FL
28110,451.08,28110,Medicare FL
28111,465.29,28111,Medicare FL
28112,470.79,28112,Medicare FL
28113,572.01,28113,Medicare FL
28114,"1,055.73",28114,Medicare FL
28116,761.86,28116,Medicare FL
28118,596.11,28118,Medicare FL
28119,515.80,28119,Medicare FL
28120,661.94,28120,Medicare FL
28122,583.27,28122,Medicare FL
28124,466.58,28124,Medicare FL
28126,382.44,28126,Medicare FL
28130,625.29,28130,Medicare FL
28140,564.39,28140,Medicare FL
28150,408.82,28150,Medicare FL
28153,393.91,28153,Medicare FL
28160,397.86,28160,Medicare FL
28171,"1,136.71",28171,Medicare FL
28173,728.84,28173,Medicare FL
28175,470.58,28175,Medicare FL
28190,233.44,28190,Medicare FL
28192,447.99,28192,Medicare FL
28193,509.35,28193,Medicare FL
28200,483.29,28200,Medicare FL
28202,586.95,28202,Medicare FL
28208,474.38,28208,Medicare FL
28210,584.26,28210,Medicare FL
28220,440.89,28220,Medicare FL
28222,528.38,28222,Medicare FL
28225,402.88,28225,Medicare FL
28226,608.97,28226,Medicare FL
28230,421.91,28230,Medicare FL
28232,366.83,28232,Medicare FL
28234,398.88,28234,Medicare FL
28238,662.99,28238,Medicare FL
28240,432.83,28240,Medicare FL
28250,580.50,28250,Medicare FL
28260,723.70,28260,Medicare FL
28261,"1,072.33",28261,Medicare FL
28262,"1,379.91",28262,Medicare FL
28264,866.06,28264,Medicare FL
28270,475.59,28270,Medicare FL
28272,372.65,28272,Medicare FL
28280,494.65,28280,Medicare FL
28285,529.42,28285,Medicare FL
28286,432.56,28286,Medicare FL
28288,591.52,28288,Medicare FL
28289,674.90,28289,Medicare FL
28291,675.75,28291,Medicare FL
28292,685.56,28292,Medicare FL
28295,"1,022.46",28295,Medicare FL
28296,859.80,28296,Medicare FL
28297,998.05,28297,Medicare FL
28298,816.73,28298,Medicare FL
28299,987.79,28299,Medicare FL
28300,663.22,28300,Medicare FL
28302,736.22,28302,Medicare FL
28304,822.44,28304,Medicare FL
28305,685.79,28305,Medicare FL
28306,600.68,28306,Medicare FL
28307,776.82,28307,Medicare FL
28308,560.58,28308,Medicare FL
28309,922.53,28309,Medicare FL
28310,536.28,28310,Medicare FL
28312,532.46,28312,Medicare FL
28313,519.77,28313,Medicare FL
28315,467.95,28315,Medicare FL
28320,628.30,28320,Medicare FL
28322,781.28,28322,Medicare FL
28340,556.66,28340,Medicare FL
28341,647.50,28341,Medicare FL
28344,408.56,28344,Medicare FL
28345,502.14,28345,Medicare FL
28360,"1,124.68",28360,Medicare FL
28400,251.86,28400,Medicare FL
28405,464.72,28405,Medicare FL
28406,602.20,28406,Medicare FL
28415,"1,139.15",28415,Medicare FL
28420,"1,324.90",28420,Medicare FL
28430,244.17,28430,Medicare FL
28435,380.03,28435,Medicare FL
28436,504.72,28436,Medicare FL
28445,"1,070.92",28445,Medicare FL
28446,"1,256.69",28446,Medicare FL
28450,214.05,28450,Medicare FL
28455,256.17,28455,Medicare FL
28456,372.60,28456,Medicare FL
28465,649.92,28465,Medicare FL
28470,220.98,28470,Medicare FL
28475,264.08,28475,Medicare FL
28476,387.63,28476,Medicare FL
28485,568.37,28485,Medicare FL
28490,142.82,28490,Medicare FL
28495,180.66,28495,Medicare FL
28496,491.53,28496,Medicare FL
28505,645.23,28505,Medicare FL
28510,122.44,28510,Medicare FL
28515,165.68,28515,Medicare FL
28525,560.58,28525,Medicare FL
28530,117.59,28530,Medicare FL
28531,319.04,28531,Medicare FL
28540,196.66,28540,Medicare FL
28545,315.82,28545,Medicare FL
28546,575.90,28546,Medicare FL
28555,860.95,28555,Medicare FL
28570,240.30,28570,Medicare FL
28575,387.57,28575,Medicare FL
28576,400.08,28576,Medicare FL
28585,893.43,28585,Medicare FL
28600,187.39,28600,Medicare FL
28605,349.36,28605,Medicare FL
28606,401.26,28606,Medicare FL
28615,839.06,28615,Medicare FL
28630,156.23,28630,Medicare FL
28635,170.62,28635,Medicare FL
28636,351.10,28636,Medicare FL
28645,644.49,28645,Medicare FL
28660,127.55,28660,Medicare FL
28665,151.52,28665,Medicare FL
28666,174.83,28666,Medicare FL
28675,568.52,28675,Medicare FL
28705,"1,243.96",28705,Medicare FL
28715,955.48,28715,Medicare FL
28725,791.89,28725,Medicare FL
28730,735.63,28730,Medicare FL
28735,788.26,28735,Medicare FL
28737,702.17,28737,Medicare FL
28740,818.08,28740,Medicare FL
28750,770.91,28750,Medicare FL
28755,494.11,28755,Medicare FL
28760,762.30,28760,Medicare FL
28800,531.81,28800,Medicare FL
28805,715.69,28805,Medicare FL
28810,429.27,28810,Medicare FL
28820,292.37,28820,Medicare FL
28825,287.62,28825,Medicare FL
28890,306.59,28890,Medicare FL
29000,367.68,29000,Medicare FL
29010,278.08,29010,Medicare FL
29015,298.78,29015,Medicare FL
29035,261.29,29035,Medicare FL
29040,298.01,29040,Medicare FL
29044,292.14,29044,Medicare FL
29046,319.74,29046,Medicare FL
29049,101.00,29049,Medicare FL
29055,227.20,29055,Medicare FL
29058,125.77,29058,Medicare FL
29065,97.96,29065,Medicare FL
29075,88.34,29075,Medicare FL
29085,96.85,29085,Medicare FL
29086,76.31,29086,Medicare FL
29105,83.88,29105,Medicare FL
29125,66.72,29125,Medicare FL
29126,78.21,29126,Medicare FL
29130,42.63,29130,Medicare FL
29131,54.31,29131,Medicare FL
29200,31.17,29200,Medicare FL
29240,28.98,29240,Medicare FL
29260,28.53,29260,Medicare FL
29280,29.82,29280,Medicare FL
29305,251.24,29305,Medicare FL
29325,277.91,29325,Medicare FL
29345,136.59,29345,Medicare FL
29355,143.81,29355,Medicare FL
29358,163.94,29358,Medicare FL
29365,126.10,29365,Medicare FL
29405,80.85,29405,Medicare FL
29425,75.32,29425,Medicare FL
29435,125.47,29435,Medicare FL
29440,43.01,29440,Medicare FL
29445,128.47,29445,Medicare FL
29450,146.18,29450,Medicare FL
29505,89.53,29505,Medicare FL
29515,72.54,29515,Medicare FL
29520,33.67,29520,Medicare FL
29530,28.67,29530,Medicare FL
29540,27.59,29540,Medicare FL
29550,19.00,29550,Medicare FL
29580,62.40,29580,Medicare FL
29581,83.98,29581,Medicare FL
29584,75.97,29584,Medicare FL
29700,63.91,29700,Medicare FL
29705,63.70,29705,Medicare FL
29710,124.44,29710,Medicare FL
29720,86.73,29720,Medicare FL
29730,65.73,29730,Medicare FL
29740,100.77,29740,Medicare FL
29750,108.60,29750,Medicare FL
29800,545.79,29800,Medicare FL
29804,593.01,29804,Medicare FL
29805,478.94,29805,Medicare FL
29806,"1,085.13",29806,Medicare FL
29807,"1,059.15",29807,Medicare FL
29819,601.73,29819,Medicare FL
29820,546.63,29820,Medicare FL
29821,607.29,29821,Medicare FL
29822,554.89,29822,Medicare FL
29823,607.96,29823,Medicare FL
29824,693.25,29824,Medicare FL
29825,600.13,29825,Medicare FL
29826,175.75,29826,Medicare FL
29827,"1,094.42",29827,Medicare FL
29828,938.77,29828,Medicare FL
29830,466.56,29830,Medicare FL
29834,503.79,29834,Medicare FL
29835,523.96,29835,Medicare FL
29836,599.58,29836,Medicare FL
29837,538.68,29837,Medicare FL
29838,610.22,29838,Medicare FL
29840,460.63,29840,Medicare FL
29843,500.47,29843,Medicare FL
29844,511.31,29844,Medicare FL
29845,601.14,29845,Medicare FL
29846,535.33,29846,Medicare FL
29847,560.46,29847,Medicare FL
29848,524.97,29848,Medicare FL
29850,641.97,29850,Medicare FL
29851,954.88,29851,Medicare FL
29855,799.53,29855,Medicare FL
29856,"1,018.94",29856,Medicare FL
29860,671.98,29860,Medicare FL
29861,733.00,29861,Medicare FL
29862,835.06,29862,Medicare FL
29863,834.26,29863,Medicare FL
29866,"1,079.50",29866,Medicare FL
29867,"1,311.65",29867,Medicare FL
29868,"1,711.95",29868,Medicare FL
29870,554.11,29870,Medicare FL
29871,528.93,29871,Medicare FL
29873,548.98,29873,Medicare FL
29874,552.96,29874,Medicare FL
29875,509.73,29875,Medicare FL
29876,669.88,29876,Medicare FL
29877,636.77,29877,Medicare FL
29879,679.27,29879,Medicare FL
29880,576.41,29880,Medicare FL
29881,554.89,29881,Medicare FL
29882,705.77,29882,Medicare FL
29883,865.56,29883,Medicare FL
29884,635.79,29884,Medicare FL
29885,777.08,29885,Medicare FL
29886,654.51,29886,Medicare FL
29887,774.30,29887,Medicare FL
29888,997.71,29888,Medicare FL
29889,"1,256.92",29889,Medicare FL
29891,686.60,29891,Medicare FL
29892,649.78,29892,Medicare FL
29893,648.53,29893,Medicare FL
29894,514.47,29894,Medicare FL
29895,471.14,29895,Medicare FL
29897,505.12,29897,Medicare FL
29898,569.39,29898,Medicare FL
29899,"1,027.74",29899,Medicare FL
29900,517.21,29900,Medicare FL
29901,555.19,29901,Medicare FL
29902,589.58,29902,Medicare FL
29904,657.55,29904,Medicare FL
29905,516.77,29905,Medicare FL
29906,664.82,29906,Medicare FL
29907,900.99,29907,Medicare FL
29914,"1,016.85",29914,Medicare FL
29915,"1,042.91",29915,Medicare FL
29916,"1,038.31",29916,Medicare FL
30000,256.82,30000,Medicare FL
30020,261.52,30020,Medicare FL
30100,136.83,30100,Medicare FL
30110,242.87,30110,Medicare FL
30115,461.60,30115,Medicare FL
30117,947.89,30117,Medicare FL
30118,706.52,30118,Medicare FL
30120,507.12,30120,Medicare FL
30124,303.90,30124,Medicare FL
30125,653.39,30125,Medicare FL
30130,409.78,30130,Medicare FL
30140,292.33,30140,Medicare FL
30150,801.54,30150,Medicare FL
30160,816.56,30160,Medicare FL
30200,107.68,30200,Medicare FL
30210,147.88,30210,Medicare FL
30220,293.83,30220,Medicare FL
30300,203.36,30300,Medicare FL
30310,206.23,30310,Medicare FL
30320,483.98,30320,Medicare FL
30400,"1,215.94",30400,Medicare FL
30410,"1,406.36",30410,Medicare FL
30420,"1,448.12",30420,Medicare FL
30430,"1,056.93",30430,Medicare FL
30435,"1,328.72",30435,Medicare FL
30450,"1,749.44",30450,Medicare FL
30460,834.63,30460,Medicare FL
30462,"1,605.40",30462,Medicare FL
30465,"1,026.61",30465,Medicare FL
30468,"2,358.75",30468,Medicare FL
30469,"2,304.45",30469,Medicare FL
30520,671.50,30520,Medicare FL
30540,735.99,30540,Medicare FL
30545,"1,000.01",30545,Medicare FL
30560,309.33,30560,Medicare FL
30580,599.16,30580,Medicare FL
30600,509.22,30600,Medicare FL
30620,667.04,30620,Medicare FL
30630,667.00,30630,Medicare FL
30801,211.46,30801,Medicare FL
30802,271.63,30802,Medicare FL
30901,152.59,30901,Medicare FL
30903,236.68,30903,Medicare FL
30905,338.93,30905,Medicare FL
30906,364.86,30906,Medicare FL
30915,605.52,30915,Medicare FL
30920,874.85,30920,Medicare FL
30930,118.28,30930,Medicare FL
31000,180.92,31000,Medicare FL
31002,186.27,31002,Medicare FL
31020,408.09,31020,Medicare FL
31030,629.30,31030,Medicare FL
31032,591.30,31032,Medicare FL
31040,807.22,31040,Medicare FL
31050,513.79,31050,Medicare FL
31051,689.72,31051,Medicare FL
31070,470.42,31070,Medicare FL
31075,825.77,31075,Medicare FL
31080,"1,087.35",31080,Medicare FL
31081,"1,167.64",31081,Medicare FL
31084,"1,209.57",31084,Medicare FL
31085,"1,246.95",31085,Medicare FL
31086,"1,176.77",31086,Medicare FL
31087,"1,124.70",31087,Medicare FL
31090,"1,097.88",31090,Medicare FL
31200,609.55,31200,Medicare FL
31201,775.99,31201,Medicare FL
31205,924.60,31205,Medicare FL
31225,"1,813.26",31225,Medicare FL
31230,"2,027.75",31230,Medicare FL
31231,181.17,31231,Medicare FL
31233,268.11,31233,Medicare FL
31235,305.27,31235,Medicare FL
31237,254.05,31237,Medicare FL
31238,248.11,31238,Medicare FL
31239,604.63,31239,Medicare FL
31240,160.82,31240,Medicare FL
31241,452.25,31241,Medicare FL
31242,"2,361.37",31242,Medicare FL
31243,"2,292.53",31243,Medicare FL
31253,506.55,31253,Medicare FL
31254,430.07,31254,Medicare FL
31255,327.37,31255,Medicare FL
31256,181.96,31256,Medicare FL
31257,452.21,31257,Medicare FL
31259,477.52,31259,Medicare FL
31267,269.27,31267,Medicare FL
31276,383.49,31276,Medicare FL
31287,203.50,31287,Medicare FL
31288,237.12,31288,Medicare FL
31290,"1,158.54",31290,Medicare FL
31291,"1,252.56",31291,Medicare FL
31292,"1,000.31",31292,Medicare FL
31293,"1,087.80",31293,Medicare FL
31294,"1,243.17",31294,Medicare FL
31295,"1,554.53",31295,Medicare FL
31296,"1,579.67",31296,Medicare FL
31297,"1,540.03",31297,Medicare FL
31298,"2,920.55",31298,Medicare FL
31300,"1,249.44",31300,Medicare FL
31360,"2,066.81",31360,Medicare FL
31365,"2,555.21",31365,Medicare FL
31367,"2,178.31",31367,Medicare FL
31368,"2,409.48",31368,Medicare FL
31370,"2,039.61",31370,Medicare FL
31375,"1,938.57",31375,Medicare FL
31380,"1,911.31",31380,Medicare FL
31382,"2,094.93",31382,Medicare FL
31390,"2,816.73",31390,Medicare FL
31395,"2,951.24",31395,Medicare FL
31400,"1,006.85",31400,Medicare FL
31420,837.20,31420,Medicare FL
31500,144.02,31500,Medicare FL
31502,35.42,31502,Medicare FL
31505,87.11,31505,Medicare FL
31510,211.96,31510,Medicare FL
31511,208.62,31511,Medicare FL
31512,214.04,31512,Medicare FL
31513,132.60,31513,Medicare FL
31515,208.06,31515,Medicare FL
31520,158.22,31520,Medicare FL
31525,248.02,31525,Medicare FL
31526,158.55,31526,Medicare FL
31527,196.57,31527,Medicare FL
31528,145.73,31528,Medicare FL
31529,162.70,31529,Medicare FL
31530,201.25,31530,Medicare FL
31531,212.91,31531,Medicare FL
31535,190.86,31535,Medicare FL
31536,211.91,31536,Medicare FL
31540,243.42,31540,Medicare FL
31541,265.61,31541,Medicare FL
31545,365.40,31545,Medicare FL
31546,554.55,31546,Medicare FL
31551,"1,550.52",31551,Medicare FL
31552,"1,495.16",31552,Medicare FL
31553,"1,681.97",31553,Medicare FL
31554,"1,682.60",31554,Medicare FL
31560,315.12,31560,Medicare FL
31561,344.82,31561,Medicare FL
31570,341.95,31570,Medicare FL
31571,251.25,31571,Medicare FL
31572,505.12,31572,Medicare FL
31573,281.65,31573,Medicare FL
31574,887.92,31574,Medicare FL
31575,125.74,31575,Medicare FL
31576,263.21,31576,Medicare FL
31577,267.68,31577,Medicare FL
31578,299.66,31578,Medicare FL
31579,194.32,31579,Medicare FL
31580,"1,275.27",31580,Medicare FL
31584,"1,408.47",31584,Medicare FL
31587,"1,207.78",31587,Medicare FL
31590,909.34,31590,Medicare FL
31591,"1,100.69",31591,Medicare FL
31592,"1,743.38",31592,Medicare FL
31600,313.85,31600,Medicare FL
31601,456.28,31601,Medicare FL
31603,329.20,31603,Medicare FL
31605,341.32,31605,Medicare FL
31610,957.72,31610,Medicare FL
31611,534.99,31611,Medicare FL
31612,91.89,31612,Medicare FL
31613,423.43,31613,Medicare FL
31614,712.51,31614,Medicare FL
31615,170.14,31615,Medicare FL
31622,244.54,31622,Medicare FL
31623,266.18,31623,Medicare FL
31624,248.52,31624,Medicare FL
31625,337.83,31625,Medicare FL
31626,749.32,31626,Medicare FL
31627,"1,003.02",31627,Medicare FL
31628,360.16,31628,Medicare FL
31629,436.85,31629,Medicare FL
31630,197.79,31630,Medicare FL
31631,225.28,31631,Medicare FL
31632,64.03,31632,Medicare FL
31633,80.01,31633,Medicare FL
31634,"1,385.12",31634,Medicare FL
31635,287.91,31635,Medicare FL
31636,215.04,31636,Medicare FL
31637,75.25,31637,Medicare FL
31638,243.81,31638,Medicare FL
31640,245.16,31640,Medicare FL
31641,252.12,31641,Medicare FL
31643,166.91,31643,Medicare FL
31645,267.73,31645,Medicare FL
31646,140.77,31646,Medicare FL
31647,203.01,31647,Medicare FL
31648,196.04,31648,Medicare FL
31649,65.82,31649,Medicare FL
31651,75.25,31651,Medicare FL
31652,"1,177.14",31652,Medicare FL
31653,"1,223.31",31653,Medicare FL
31654,117.72,31654,Medicare FL
31660,187.26,31660,Medicare FL
31661,197.81,31661,Medicare FL
31717,274.75,31717,Medicare FL
31720,48.27,31720,Medicare FL
31725,78.46,31725,Medicare FL
31730,998.69,31730,Medicare FL
31750,"1,339.79",31750,Medicare FL
31755,"1,707.97",31755,Medicare FL
31760,"1,424.35",31760,Medicare FL
31766,"1,841.16",31766,Medicare FL
31770,"1,376.77",31770,Medicare FL
31775,"1,449.62",31775,Medicare FL
31780,"1,215.97",31780,Medicare FL
31781,"1,461.12",31781,Medicare FL
31785,"1,091.84",31785,Medicare FL
31786,"1,494.21",31786,Medicare FL
31800,703.73,31800,Medicare FL
31805,846.96,31805,Medicare FL
31820,442.75,31820,Medicare FL
31825,614.40,31825,Medicare FL
31830,490.51,31830,Medicare FL
32035,757.20,32035,Medicare FL
32036,815.25,32036,Medicare FL
32096,828.08,32096,Medicare FL
32097,829.34,32097,Medicare FL
32098,783.08,32098,Medicare FL
32100,837.98,32100,Medicare FL
32110,"1,527.27",32110,Medicare FL
32120,901.63,32120,Medicare FL
32124,951.58,32124,Medicare FL
32140,"1,025.62",32140,Medicare FL
32141,"1,574.40",32141,Medicare FL
32150,"1,050.41",32150,Medicare FL
32151,"1,040.86",32151,Medicare FL
32160,822.01,32160,Medicare FL
32200,"1,178.43",32200,Medicare FL
32215,830.08,32215,Medicare FL
32220,"1,650.69",32220,Medicare FL
32225,"1,028.01",32225,Medicare FL
32310,950.56,32310,Medicare FL
32320,"1,658.55",32320,Medicare FL
32400,164.38,32400,Medicare FL
32408,799.85,32408,Medicare FL
32440,"1,623.89",32440,Medicare FL
32442,"3,169.01",32442,Medicare FL
32445,"3,659.66",32445,Medicare FL
32480,"1,530.20",32480,Medicare FL
32482,"1,634.98",32482,Medicare FL
32484,"1,483.93",32484,Medicare FL
32486,"2,429.44",32486,Medicare FL
32488,"2,479.28",32488,Medicare FL
32491,"1,524.89",32491,Medicare FL
32501,253.28,32501,Medicare FL
32503,"1,859.31",32503,Medicare FL
32504,"2,120.28",32504,Medicare FL
32505,962.57,32505,Medicare FL
32506,162.11,32506,Medicare FL
32507,161.79,32507,Medicare FL
32540,"1,790.84",32540,Medicare FL
32550,738.23,32550,Medicare FL
32551,158.99,32551,Medicare FL
32552,182.39,32552,Medicare FL
32553,484.01,32553,Medicare FL
32554,226.66,32554,Medicare FL
32555,300.96,32555,Medicare FL
32556,703.00,32556,Medicare FL
32557,624.96,32557,Medicare FL
32560,243.84,32560,Medicare FL
32561,94.45,32561,Medicare FL
32562,84.41,32562,Medicare FL
32601,318.57,32601,Medicare FL
32604,497.09,32604,Medicare FL
32606,478.13,32606,Medicare FL
32607,317.94,32607,Medicare FL
32608,392.02,32608,Medicare FL
32609,262.76,32609,Medicare FL
32650,689.25,32650,Medicare FL
32651,"1,132.42",32651,Medicare FL
32652,"1,720.72",32652,Medicare FL
32653,"1,091.31",32653,Medicare FL
32654,"1,219.43",32654,Medicare FL
32655,989.29,32655,Medicare FL
32656,829.73,32656,Medicare FL
32658,738.83,32658,Medicare FL
32659,758.10,32659,Medicare FL
32661,826.72,32661,Medicare FL
32662,924.80,32662,Medicare FL
32663,"1,447.32",32663,Medicare FL
32664,878.02,32664,Medicare FL
32665,"1,275.12",32665,Medicare FL
32666,899.33,32666,Medicare FL
32667,162.60,32667,Medicare FL
32668,162.60,32668,Medicare FL
32669,"1,389.22",32669,Medicare FL
32670,"1,655.57",32670,Medicare FL
32671,"1,837.08",32671,Medicare FL
32672,"1,572.39",32672,Medicare FL
32673,"1,257.82",32673,Medicare FL
32674,223.74,32674,Medicare FL
32701,214.96,32701,Medicare FL
32800,974.63,32800,Medicare FL
32810,933.34,32810,Medicare FL
32815,"2,900.86",32815,Medicare FL
32820,"1,379.09",32820,Medicare FL
32851,"3,392.32",32851,Medicare FL
32852,"3,642.68",32852,Medicare FL
32853,"4,745.93",32853,Medicare FL
32854,"5,026.25",32854,Medicare FL
32900,"1,411.25",32900,Medicare FL
32905,"1,382.72",32905,Medicare FL
32906,"1,708.15",32906,Medicare FL
32940,"1,276.99",32940,Medicare FL
32960,124.90,32960,Medicare FL
32994,"4,489.53",32994,Medicare FL
32997,333.75,32997,Medicare FL
32998,"2,879.34",32998,Medicare FL
33016,240.77,33016,Medicare FL
33017,254.33,33017,Medicare FL
33018,297.57,33018,Medicare FL
33019,210.13,33019,Medicare FL
33020,850.07,33020,Medicare FL
33025,795.70,33025,Medicare FL
33030,"2,067.79",33030,Medicare FL
33031,"2,556.75",33031,Medicare FL
33050,"1,042.04",33050,Medicare FL
33120,"2,161.63",33120,Medicare FL
33130,"1,403.58",33130,Medicare FL
33140,"1,599.77",33140,Medicare FL
33141,136.73,33141,Medicare FL
33202,795.70,33202,Medicare FL
33203,838.63,33203,Medicare FL
33206,462.11,33206,Medicare FL
33207,487.51,33207,Medicare FL
33208,528.05,33208,Medicare FL
33210,164.83,33210,Medicare FL
33211,172.60,33211,Medicare FL
33212,329.00,33212,Medicare FL
33213,344.67,33213,Medicare FL
33214,487.11,33214,Medicare FL
33215,316.58,33215,Medicare FL
33216,377.07,33216,Medicare FL
33217,374.51,33217,Medicare FL
33218,395.24,33218,Medicare FL
33220,387.97,33220,Medicare FL
33221,363.44,33221,Medicare FL
33222,347.87,33222,Medicare FL
33223,416.32,33223,Medicare FL
33224,523.06,33224,Medicare FL
33225,472.52,33225,Medicare FL
33226,501.44,33226,Medicare FL
33227,345.55,33227,Medicare FL
33228,360.74,33228,Medicare FL
33229,379.23,33229,Medicare FL
33230,382.44,33230,Medicare FL
33231,408.22,33231,Medicare FL
33233,235.43,33233,Medicare FL
33234,492.47,33234,Medicare FL
33235,646.74,33235,Medicare FL
33236,802.58,33236,Medicare FL
33237,862.59,33237,Medicare FL
33238,975.22,33238,Medicare FL
33240,375.35,33240,Medicare FL
33241,217.67,33241,Medicare FL
33243,"1,418.49",33243,Medicare FL
33244,878.90,33244,Medicare FL
33249,929.59,33249,Medicare FL
33250,"1,495.58",33250,Medicare FL
33251,"1,687.49",33251,Medicare FL
33254,"1,405.88",33254,Medicare FL
33255,"1,669.19",33255,Medicare FL
33256,"1,979.48",33256,Medicare FL
33257,599.34,33257,Medicare FL
33258,666.05,33258,Medicare FL
33259,871.32,33259,Medicare FL
33261,"1,654.66",33261,Medicare FL
33262,378.64,33262,Medicare FL
33263,393.86,33263,Medicare FL
33264,410.96,33264,Medicare FL
33265,"1,404.59",33265,Medicare FL
33266,"1,901.56",33266,Medicare FL
33267,"1,077.17",33267,Medicare FL
33268,133.93,33268,Medicare FL
33269,855.71,33269,Medicare FL
33270,570.60,33270,Medicare FL
33271,465.38,33271,Medicare FL
33272,353.62,33272,Medicare FL
33273,411.51,33273,Medicare FL
33274,487.20,33274,Medicare FL
33275,517.66,33275,Medicare FL
33276,590.36,33276,Medicare FL
33277,311.88,33277,Medicare FL
33278,588.84,33278,Medicare FL
33279,353.48,33279,Medicare FL
33280,204.57,33280,Medicare FL
33281,383.20,33281,Medicare FL
33285,"3,899.83",33285,Medicare FL
33286,130.05,33286,Medicare FL
33287,394.43,33287,Medicare FL
33288,523.24,33288,Medicare FL
33289,342.00,33289,Medicare FL
33300,"2,527.14",33300,Medicare FL
33305,"4,239.52",33305,Medicare FL
